Image_ID,note_id,image_path,passed,image_type,reject_reason,confidence,width,height,aspect_ratio,duplicate_of
GRP-XHS-69526886000000001e004c85-10,69526886000000001e004c85,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69526886000000001e004c85\image_10.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-683052b7000000001200122c-01,683052b7000000001200122c,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\683052b7000000001200122c\image_01.jpg,True,candidate_outfit,,1.0,640,855,0.7485,
GRP-XHS-683052b7000000001200122c-02,683052b7000000001200122c,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\683052b7000000001200122c\image_02.jpg,True,candidate_outfit,,1.0,640,855,0.7485,
GRP-XHS-683052b7000000001200122c-03,683052b7000000001200122c,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\683052b7000000001200122c\image_03.jpg,True,candidate_outfit,,1.0,640,855,0.7485,
GRP-XHS-683052b7000000001200122c-04,683052b7000000001200122c,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\683052b7000000001200122c\image_04.jpg,True,candidate_outfit,,1.0,640,855,0.7485,
GRP-XHS-683052b7000000001200122c-05,683052b7000000001200122c,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\683052b7000000001200122c\image_05.jpg,True,candidate_outfit,,1.0,640,855,0.7485,
GRP-XHS-683052b7000000001200122c-06,683052b7000000001200122c,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\683052b7000000001200122c\image_06.jpg,True,candidate_outfit,,1.0,640,855,0.7485,
GRP-XHS-69eec6370000000035020ff4-01,69eec6370000000035020ff4,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69eec6370000000035020ff4\image_01.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69eec6370000000035020ff4-02,69eec6370000000035020ff4,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69eec6370000000035020ff4\image_02.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69eec6370000000035020ff4-03,69eec6370000000035020ff4,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69eec6370000000035020ff4\image_03.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69eec6370000000035020ff4-04,69eec6370000000035020ff4,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69eec6370000000035020ff4\image_04.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
